Date,Price,Open,High,Low,Vol.,Change %
11/08/2016,14.62,14.81,14.81,14.62,14.12M,-1.15%
11/07/2016,14.79,14.8,14.8,14.77,11.72M,-0.07%
11/04/2016,14.8,15,15,14.76,24.21M,-1.99%
11/03/2016,15.1,14.89,15.1,14.89,4.22M,1.96%
11/02/2016,14.81,14.9,14.9,14.8,12.76M,0.00%
11/01/2016,14.81,14.9,14.93,14.81,5.11M,0.75%
10/31/2016,14.7,14.9,14.9,14.7,2.09M,-1.34%
10/28/2016,14.9,14.94,14.95,14.9,2.51M,-0.33%
10/27/2016,14.95,14.91,14.96,14.85,4.99M,-0.33%
10/26/2016,15,14.8,15,14.8,3.89M,0.67%
10/25/2016,14.9,15,15,14.9,19.24M,-0.67%
10/24/2016,15,15,15.1,14.85,20.79M,1.69%
10/21/2016,14.75,14.89,14.89,14.6,6.07M,0.00%
10/20/2016,14.75,15,15,14.75,10.52M,0.41%
10/19/2016,14.69,14.7,14.75,14.5,2.10M,-0.41%
10/18/2016,14.75,14.99,14.99,14.71,4.64M,0.34%
10/17/2016,14.7,15.25,14.91,14.67,3.49M,-2.00%
10/14/2016,15,15,15,14.81,2.99M,-0.40%
10/13/2016,15.06,15,15.3,14.99,3.20M,-0.26%
10/12/2016,15.1,15.3,15.25,14.91,7.64M,0.40%
10/11/2016,15.04,14.8,15.05,14.8,18.95M,3.37%
10/10/2016,14.55,14.3,14.7,14.3,27.82M,2.25%
10/07/2016,14.23,14.56,14.7,14.21,7.24M,-4.82%
10/06/2016,14.95,15.15,15.15,14.28,18.58M,-0.33%
10/05/2016,15,15.6,15.42,15,20.88M,-3.66%
10/04/2016,15.57,15.5,15.59,15.48,13.50M,2.37%
09/30/2016,15.21,15.7,15.7,15.21,15.76M,-3.12%
09/29/2016,15.7,15.84,15.78,15.45,15.00M,-0.51%
09/28/2016,15.78,15.64,15.78,15.4,6.32M,1.15%
09/27/2016,15.6,15.55,15.6,15.28,8.36M,0.97%
09/26/2016,15.45,15.75,15.61,15.4,11.65M,-0.96%
09/23/2016,15.6,15.9,15.9,15.26,19.50M,-1.20%
09/22/2016,15.79,15.45,15.79,15.1,24.12M,5.27%
09/21/2016,15,14.85,15.1,14.6,51.23M,2.74%
09/20/2016,14.6,14.9,14.9,14.58,12.19M,0.48%
09/19/2016,14.53,14.4,14.53,14.4,21.00M,0.21%
09/16/2016,14.5,14.54,14.54,14.2,13.67M,-0.21%
09/15/2016,14.53,14.57,14.6,14.53,7.25M,-0.41%
09/14/2016,14.59,14.64,14.75,14.59,8.56M,-0.07%
09/09/2016,14.6,14.62,14.7,14.5,16.61M,-0.54%
09/08/2016,14.68,14.62,14.7,14.6,6.23M,0.55%
09/07/2016,14.6,14.7,14.7,14.6,23.14M,0.00%
09/06/2016,14.6,14.82,14.83,14.58,4.81M,-2.34%
09/05/2016,14.95,14.99,15.01,14.85,3.47M,1.01%
09/02/2016,14.8,14.52,14.9,14.51,15.77M,-0.67%
09/01/2016,14.9,15,15,14.86,11.96M,0.00%
08/31/2016,14.9,15,15,14.8,24.33M,-0.33%
08/30/2016,14.95,15.21,15.3,14.9,19.33M,-2.29%
08/29/2016,15.3,15.3,15.31,15.3,7.84M,0.00%
08/26/2016,15.3,15.3,15.55,15.26,27.33M,0.00%
08/25/2016,15.3,15.6,15.6,15.3,8.82M,-1.86%
08/24/2016,15.59,15.42,15.59,15.21,30.39M,-1.08%
08/23/2016,15.76,15.3,15.76,15.3,5.67M,-0.06%
08/22/2016,15.77,15.7,15.8,15.69,10.15M,-0.19%
08/19/2016,15.8,15.3,16.04,15.31,9.91M,3.27%
08/18/2016,15.3,15.18,15.3,15.06,14.09M,2.00%
08/17/2016,15,15.44,15.44,15,3.64M,-1.64%
08/16/2016,15.25,14.99,15.35,14.99,67.05M,1.67%
08/15/2016,15,15.59,15.35,14.9,45.79M,-1.96%
08/12/2016,15.3,15.89,15.6,15.26,8.23M,-1.92%
08/11/2016,15.6,16,16.24,15.38,39.29M,-2.50%
08/10/2016,16,15.92,16.01,15.85,8.45M,0.00%
08/09/2016,16,16.38,16.95,15.99,16.21M,-0.06%
08/08/2016,16.01,16,16.25,16.01,7.53M,-0.12%
08/05/2016,16.03,16.4,16.21,16.01,5.25M,-1.96%
08/04/2016,16.35,16.4,16.5,16.16,8.19M,-0.61%
08/03/2016,16.45,16.5,16.55,16.41,2.67M,-2.08%
08/02/2016,16.8,16.45,16.91,16.45,46.80M,0.54%
08/01/2016,16.71,16.53,16.9,16.1,15.51M,-1.18%
07/29/2016,16.91,16.31,16.99,16.3,52.90M,3.68%
07/28/2016,16.31,16.7,16.7,16.31,21.85M,-2.92%
07/27/2016,16.8,16.43,16.9,16.43,16.23M,2.50%
07/26/2016,16.39,15.7,16.39,15.7,28.19M,4.73%
07/25/2016,15.65,15.3,16.06,15.3,27.14M,1.82%
07/22/2016,15.37,15.1,15.6,15,46.59M,0.46%
07/21/2016,15.3,15.05,15.5,15.05,21.66M,-1.29%
07/20/2016,15.5,15.71,15.71,15.43,6.25M,-3.97%
07/19/2016,16.14,16.31,16.4,15.97,9.95M,-1.65%
07/18/2016,16.41,16.3,16.8,16.3,17.66M,0.18%
07/15/2016,16.38,16.26,16.39,16.04,12.07M,1.42%
07/14/2016,16.15,16.1,16.15,16.07,25.84M,-0.92%
07/13/2016,16.3,16.5,16.52,16.3,22.47M,-0.67%
07/12/2016,16.41,16.01,16.62,16.01,12.88M,3.40%
07/11/2016,15.87,15.12,15.87,14.9,9.38M,2.72%
07/08/2016,15.45,15.5,15.58,15.27,8.74M,2.18%
07/04/2016,15.12,15.6,15.7,14.87,12.51M,-3.08%
07/01/2016,15.6,16,15.95,15.37,4.31M,-1.08%
06/30/2016,15.77,16.6,16.15,15.77,21.51M,-1.44%
06/29/2016,16,15.43,16.43,15.43,21.27M,2.24%
06/28/2016,15.65,15.99,16.1,15.25,25.24M,-1.94%
06/27/2016,15.96,16.8,16.63,15.96,17.59M,-6.12%
06/24/2016,17,16.82,17.24,16.29,41.48M,-3.95%
06/23/2016,17.7,17.36,18.05,17.29,96.77M,2.19%
06/22/2016,17.32,16.6,17.32,16.83,60.00M,3.77%
06/21/2016,16.69,15.9,16.69,15.89,83.75M,4.57%
06/20/2016,15.96,16.8,16.99,15.96,16.97M,-4.14%
06/17/2016,16.65,16.5,16.98,16.5,63.92M,0.36%
06/16/2016,16.59,16.55,17.37,16.2,74.64M,5.20%
06/15/2016,15.77,15.02,15.77,15.02,36.21M,5.48%
06/14/2016,14.95,14.98,15,14.9,6.60M,-0.33%
06/13/2016,15,15,15.04,14.99,11.05M,0.00%
06/10/2016,15,14.8,15.2,14.8,27.27M,1.35%
06/09/2016,14.8,14.7,14.81,14.62,11.56M,0.68%
06/08/2016,14.7,14.8,14.8,14.58,13.39M,-0.68%
06/07/2016,14.8,14.96,14.8,14.7,8.72M,0.00%
06/06/2016,14.8,15.3,15.3,14.55,5.43M,-1.00%
06/03/2016,14.95,14.6,15.1,14.55,33.99M,7.48%
06/02/2016,13.91,13.25,13.91,13.75,4.40M,2.28%
06/01/2016,13.6,14.24,14.24,13.53,56.73M,-9.21%
05/31/2016,14.98,15.76,15.95,14.98,15.86M,-9.65%
05/27/2016,16.58,17.45,17.45,16.58,10.77M,-3.04%
05/26/2016,17.1,16.99,17.33,16.3,28.19M,3.57%
05/25/2016,16.51,15.75,16.53,16,48.23M,10.07%
05/24/2016,15,15.17,15.3,14.96,17.30M,-1.12%
05/23/2016,15.17,15.6,15.6,15.16,35.37M,-4.89%
05/20/2016,15.95,15.84,16.06,15.67,111.96M,1.79%
05/19/2016,15.67,14.93,15.67,15.02,38.76M,4.33%
05/18/2016,15.02,14.44,15.13,14.44,45.08M,4.02%
05/17/2016,14.44,15.2,15.3,14.44,33.95M,-3.93%
05/16/2016,15.03,15.35,15.35,14.01,16.52M,2.24%
05/13/2016,14.7,14,14.7,14,25.53M,5.00%
05/12/2016,14,13.8,14,13.75,13.60M,1.45%
05/11/2016,13.8,13.8,14,13.79,12.54M,0.00%
05/10/2016,13.8,13.8,13.87,13.6,27.66M,0.36%
05/09/2016,13.75,13.29,13.75,13.29,8.02M,4.56%
05/06/2016,13.15,13,13.17,13,14.22M,1.15%
05/05/2016,13,13,13.1,13,15.96M,0.08%
05/04/2016,12.99,13,13.05,12.91,22.50M,0.15%
05/03/2016,12.97,12.9,13.03,12.8,19.74M,2.13%
04/29/2016,12.7,12.29,12.77,12.2,26.50M,3.42%
04/28/2016,12.28,12.3,12.3,12.2,10.76M,-0.16%
04/27/2016,12.3,12.11,12.3,12.1,6.26M,0.82%
04/26/2016,12.2,12.13,12.2,12.05,24.81M,1.16%
04/25/2016,12.06,12.29,12.12,11.9,6.92M,-0.74%
04/22/2016,12.15,12.01,12.19,11.94,30.52M,0.16%
04/21/2016,12.13,11.6,12.16,11.9,21.56M,2.80%
04/20/2016,11.8,11.6,11.85,11.6,15.98M,2.43%
04/19/2016,11.52,11.3,11.61,11.3,29.71M,1.95%
04/18/2016,11.3,11.3,11.31,10.9,12.21M,-1.31%
04/15/2016,11.45,11.29,11.45,11.2,16.90M,2.23%
04/14/2016,11.2,11,11.2,11,10.61M,1.82%
04/13/2016,11,10.86,11.03,10.86,22.99M,0.92%
04/12/2016,10.9,10.5,10.97,10.35,17.93M,3.81%
04/11/2016,10.5,10.96,10.9,10.5,8.52M,-4.20%
04/08/2016,10.96,11,11,10.95,12.20M,-0.36%
04/07/2016,11,11.01,11.01,10.97,12.58M,-0.09%
04/06/2016,11.01,10.88,11.02,11,5.71M,0.09%
04/05/2016,11,10.86,11,10.86,4.79M,1.10%
04/04/2016,10.88,11,10.9,10.85,5.77M,-0.91%
04/01/2016,10.98,11,11,10.7,12.26M,2.14%
03/31/2016,10.75,10.7,11.1,10.75,15.12M,-1.92%
03/30/2016,10.96,11,11.2,10.52,26.33M,-3.09%
03/29/2016,11.31,11.9,11.45,11.31,7.84M,-13.00%
03/24/2016,13,12.53,13,12.53,89.39M,3.67%
03/23/2016,12.54,12.9,12.9,12.28,28.68M,-2.79%
03/22/2016,12.9,13.2,13.4,12.85,32.34M,-2.20%
03/21/2016,13.19,12.77,13.35,12.3,50.06M,3.13%
03/18/2016,12.79,12.4,12.8,12.27,35.31M,4.24%
03/17/2016,12.27,12.47,12.47,12.27,31.74M,-0.65%
03/16/2016,12.35,12.84,12.84,12.26,44.52M,-3.74%
03/15/2016,12.83,13.3,13.3,12.78,31.19M,-0.54%
03/14/2016,12.9,12.79,13.42,12.5,20.57M,4.45%
03/11/2016,12.35,12.39,12.49,12.34,15.22M,-0.40%
03/10/2016,12.4,12.5,12.5,12.35,30.19M,0.00%
03/09/2016,12.4,12.15,12.44,12.31,14.14M,1.72%
03/08/2016,12.19,12.27,12.27,12.13,22.07M,0.00%
03/07/2016,12.19,12.77,12.77,12.14,25.46M,0.16%
03/04/2016,12.17,11.95,12.25,11.85,15.95M,1.93%
03/03/2016,11.94,11.64,11.98,11.66,45.80M,2.67%
03/02/2016,11.63,11.2,11.63,11.2,28.44M,4.96%
03/01/2016,11.08,11.57,11.5,11,21.26M,0.09%
02/29/2016,11.07,11.06,11.3,11,24.18M,-2.47%
02/26/2016,11.35,11.21,11.4,11.12,27.49M,2.34%
02/25/2016,11.09,10.58,11.1,10.87,29.87M,2.02%
02/24/2016,10.87,11.46,11.46,10.87,23.77M,-4.98%
02/23/2016,11.44,11.77,11.49,11.44,5.97M,-0.09%
02/22/2016,11.45,11.46,11.55,11.25,13.93M,-0.43%
02/19/2016,11.5,11.4,11.8,11.41,13.18M,0.97%
02/18/2016,11.39,10.87,11.39,10.9,23.84M,-0.09%
02/17/2016,11.4,11.99,11.9,11.4,15.21M,-1.64%
02/16/2016,11.59,11.3,11.8,11.48,35.91M,-0.09%
02/15/2016,11.6,12.2,12.2,11.59,140.80M,-4.92%
02/12/2016,12.2,12.58,12.59,12.16,11.66M,-3.17%
02/11/2016,12.6,12.35,12.9,12.35,30.72M,2.44%
02/10/2016,12.3,12.31,12.46,12.25,30.83M,-2.30%
02/09/2016,12.59,12.61,12.72,12.35,11.92M,-1.10%
02/08/2016,12.73,12.51,12.73,12.6,29.33M,-0.78%
02/05/2016,12.83,13.5,13.17,12.83,9.75M,-1.23%
02/04/2016,12.99,13.05,13.15,12.71,12.26M,0.70%
02/03/2016,12.9,13.25,13.7,12.8,24.24M,-5.22%
02/02/2016,13.61,13.29,13.69,13.05,33.37M,-0.58%
02/01/2016,13.69,13.24,13.84,13.01,21.97M,8.56%
01/29/2016,12.61,12.01,12.61,12.01,22.87M,7.23%
01/28/2016,11.76,11.3,11.76,11.3,33.35M,5.00%
01/27/2016,11.2,11.52,11.34,10.95,39.67M,-7.59%
01/26/2016,12.12,12.75,12.25,12.12,17.82M,-0.49%
01/25/2016,12.18,11.6,12.18,11.7,42.89M,7.79%
01/22/2016,11.3,11.53,11.54,11.06,28.80M,2.73%
01/21/2016,11,11.04,11.59,10.83,58.19M,4.56%
01/20/2016,10.52,10.02,10.52,10.3,7.07M,10.16%
01/19/2016,9.55,9.1,9.55,8.83,51.48M,6.11%
01/18/2016,9,9.07,9.44,8.97,23.26M,-4.66%
01/15/2016,9.44,9.93,10,9.44,113.75M,-9.67%
01/14/2016,10.45,10.99,10.47,10.45,42.23M,-4.39%
01/13/2016,10.93,11.5,11.36,10.93,51.44M,-9.52%
01/12/2016,12.08,12.7,12.7,12.08,9.55M,-4.96%
01/11/2016,12.71,13.04,13.39,12.71,4.64M,-1.47%
01/08/2016,12.9,13.4,13.43,12.73,20.26M,-3.73%
01/07/2016,13.4,13.86,13.86,13.23,9.61M,-3.32%
01/06/2016,13.86,13.86,13.9,13.79,19.93M,-0.29%
01/05/2016,13.9,14.16,14.4,13.9,13.19M,-2.80%
01/04/2016,14.3,14.5,14.3,14.05,5.98M,1.78%
12/31/2015,14.05,14,14.07,14,3.84M,0.00%
12/30/2015,14.05,14.2,14.2,14.05,4.97M,-1.06%
12/29/2015,14.2,14,14.5,14,35.30M,2.53%
12/23/2015,13.85,13.62,13.95,13.6,26.51M,1.09%
12/22/2015,13.7,13.99,13.85,13.7,18.02M,-0.94%
12/21/2015,13.83,13.85,13.91,13.83,8.69M,-1.00%
12/18/2015,13.97,14,14,13.51,8.82M,0.43%
12/17/2015,13.91,14,14.02,13.91,14.82M,-0.64%
12/16/2015,14,13.42,14.09,14,6.26M,1.16%
12/15/2015,13.84,14.56,14.1,13.84,18.62M,-3.49%
12/14/2015,14.34,14.4,14.4,14.26,6.47M,-3.11%
12/11/2015,14.8,15.25,15.25,14.5,11.49M,-2.95%
12/10/2015,15.25,14.57,15.25,14.2,8.43M,8.93%
12/09/2015,14,13.96,14,13.27,64.31M,-2.44%
12/08/2015,14.35,15.1,15.21,14.35,24.02M,-6.15%
12/07/2015,15.29,16.09,16,15.29,15.06M,-4.74%
12/04/2015,16.05,16.1,16.1,15.95,8.47M,-0.31%
12/03/2015,16.1,16.39,16.14,15.85,17.96M,1.58%
12/02/2015,15.85,15.73,16,15.73,15.68M,0.96%
12/01/2015,15.7,15.6,15.8,15.5,2.68M,0.64%
11/30/2015,15.6,15.45,15.95,15.3,23.83M,1.30%
11/27/2015,15.4,15.94,15.89,15.2,13.36M,-1.35%
11/26/2015,15.61,15.99,16,15.6,33.98M,-1.82%
11/25/2015,15.9,16,16,15.9,28.36M,-0.50%
11/24/2015,15.98,16.01,16.05,15.9,23.73M,-0.19%
11/23/2015,16.01,16.2,16.5,16.01,42.36M,-2.97%
11/20/2015,16.5,16.5,16.5,16.5,1.23M,0.00%
11/19/2015,16.5,16.47,16.5,16.47,1.00M,0.06%
11/18/2015,16.49,16.45,16.5,16.4,1.60M,1.54%
11/17/2015,16.24,16.18,16.94,16.22,6.38M,0.37%
11/16/2015,16.18,17,17,16.17,7.94M,-4.82%
11/13/2015,17,17.14,17.2,16.99,91.80M,-0.58%
11/12/2015,17.1,17.11,17.15,17,18.47M,-0.58%
11/11/2015,17.2,17.2,17.25,17.16,3.75M,1.24%
11/10/2015,16.99,17.7,17.72,16.9,23.41M,-4.01%
11/09/2015,17.7,18,17.71,17.58,2.23M,-0.06%
11/06/2015,17.71,17.5,17.98,17.5,68.83M,1.20%
11/05/2015,17.5,17.63,17.63,17.28,62.28M,-1.07%
11/04/2015,17.69,17.6,17.71,17.6,16.77M,-0.11%
11/03/2015,17.71,17.32,17.8,17.6,4.68M,-1.06%
11/02/2015,17.9,17.6,17.9,17.6,63.47M,1.70%
10/30/2015,17.6,17.04,17.88,16.7,21.93M,3.29%
10/29/2015,17.04,16.83,17.04,16.83,6.99M,-1.79%
10/28/2015,17.35,17.25,17.52,17.25,20.30M,-1.42%
10/27/2015,17.6,17.7,17.8,17.51,9.89M,-1.68%
10/26/2015,17.9,17.7,18,17.73,177.67M,1.13%
10/23/2015,17.7,18.2,17.86,17.65,6.10M,-0.45%
10/22/2015,17.78,17.61,17.8,17.61,5.79M,1.02%
10/21/2015,17.6,17.65,17.65,17.5,16.08M,-0.06%
10/20/2015,17.61,17.02,17.75,17.02,37.29M,0.00%
10/19/2015,17.61,17.59,17.65,17.55,16.68M,0.57%
10/16/2015,17.51,16.81,17.69,16.81,8.77M,3.92%
10/15/2015,16.85,16.8,16.95,16.8,20.48M,-0.59%
10/14/2015,16.95,16.8,16.99,16.8,9.39M,0.89%
10/13/2015,16.8,16.8,16.85,16.75,13.11M,0.00%
10/12/2015,16.8,16.45,17,16.45,9.93M,3.07%
10/09/2015,16.3,16.55,16.5,16.3,1.96M,1.56%
10/08/2015,16.05,16.3,16.4,16.01,34.00M,-1.53%
10/07/2015,16.3,16.55,16.55,16,30.52M,-1.81%
10/06/2015,16.6,16.7,16.75,16.45,29.57M,-0.60%
10/05/2015,16.7,16.3,16.71,16.3,26.88M,1.46%
10/02/2015,16.46,16.8,16.85,15.97,44.81M,-2.08%
09/30/2015,16.81,17.01,17.09,16.81,26.40M,-1.18%
09/29/2015,17.01,17.9,17.6,17.01,8.98M,-2.91%
09/28/2015,17.52,18.12,18.19,17.52,26.41M,-3.26%
09/23/2015,18.11,18.4,18.3,18.05,131.65M,0.06%
09/22/2015,18.1,18,18.32,18,22.58M,-0.06%
09/21/2015,18.11,18,18.85,17.95,17.01M,0.06%
09/18/2015,18.1,0,18.18,18,33.35M,-0.28%
09/17/2015,18.15,17.5,18.21,17.5,13.06M,2.25%
09/16/2015,17.75,17,17.75,17,10.81M,2.78%
09/15/2015,17.27,17.2,17.4,17.01,12.98M,1.59%
09/14/2015,17,17.05,17.45,16.9,73.37M,0.06%
09/11/2015,16.99,17,17.19,16.79,12.56M,0.41%
09/10/2015,16.92,16.11,16.92,15.3,41.50M,-0.24%
09/09/2015,16.96,16.96,17,16.96,95.03M,-4.99%
09/08/2015,17.85,17,17.84,16.6,20.07M,8.51%
09/07/2015,16.45,15.71,16.45,15.71,17.27M,3.72%
09/04/2015,15.86,15.1,15.86,15.25,12.29M,3.93%
09/03/2015,15.26,0,15.31,15.19,45.39M,0.07%
09/02/2015,15.25,15.1,15.25,14.6,173.61M,0.00%
09/01/2015,15.25,15.8,15.5,15.05,105.62M,0.33%
08/31/2015,15.2,15,15.5,14.5,44.00M,4.90%
08/28/2015,14.49,13.8,14.39,14.08,77.75M,4.92%
08/27/2015,13.81,13.9,13.9,13.81,67.15M,-0.29%
08/26/2015,13.85,14.1,14.1,13.78,93.81M,-3.82%
08/25/2015,14.4,0,14.1,13.72,34.66M,0.00%
08/24/2015,14.4,15,15,14.4,75.76M,-6.49%
08/21/2015,15.4,15.8,15.8,15.01,74.83M,-2.53%
08/20/2015,15.8,16.18,16.15,15.7,62.80M,-1.25%
08/19/2015,16,16.2,16.2,16,10.19M,-1.23%
08/18/2015,16.2,16.48,16.68,16.2,13.85M,-1.52%
08/17/2015,16.45,16.1,16.7,16.1,12.86M,2.30%
08/14/2015,16.08,16.69,16.69,15.99,19.50M,0.94%
08/13/2015,15.93,16.49,16.49,15.9,77.63M,-2.87%
08/12/2015,16.4,16.55,16.6,16.4,6.69M,-0.85%
08/11/2015,16.54,16.92,16.9,16.47,33.80M,2.10%
08/10/2015,16.2,16.95,16.95,16.2,16.83M,-4.14%
08/07/2015,16.9,17.18,17.15,16.35,24.61M,-1.74%
08/06/2015,17.2,18,17.41,17.1,52.78M,-0.64%
08/05/2015,17.31,16.5,17.32,16.63,42.18M,4.97%
08/04/2015,16.49,16,16.49,15.99,61.94M,2.93%
08/03/2015,16.02,16.4,16.2,15.96,70.79M,-0.25%
07/31/2015,16.06,16.9,16.31,16.06,16.66M,-1.83%
07/30/2015,16.36,16.8,16.5,16.36,7.72M,-0.85%
07/29/2015,16.5,17,17,16.3,59.96M,0.00%
07/28/2015,16.5,16.97,17.4,16.31,31.82M,-2.83%
07/27/2015,16.98,17.28,17.32,16.66,26.80M,-2.97%
07/24/2015,17.5,17.71,17.72,17.44,12.80M,-1.24%
07/23/2015,17.72,17.85,17.85,17.71,5.10M,-0.51%
07/22/2015,17.81,17.84,17.85,17.81,8.75M,-0.17%
07/21/2015,17.84,17.95,17.92,17.82,729.10M,0.68%
07/16/2015,17.72,18.05,18,17.72,7.71M,-0.45%
07/15/2015,17.8,18.01,18.01,17.8,234.74M,-1.82%
07/14/2015,18.13,18.85,18.88,18,118.36M,-3.97%
07/13/2015,18.88,19.25,19.25,18.8,150.39M,-0.37%
07/10/2015,18.95,18.99,19.07,18.6,31.91M,1.28%
07/09/2015,18.71,19.05,19.05,18.71,72.02M,-1.63%
07/08/2015,19.02,19.03,19.05,19,48.39M,-0.26%
07/07/2015,19.07,18.99,19.1,18.99,84.76M,0.37%
07/06/2015,19,19.25,19.25,18.71,11.91M,-1.86%
07/03/2015,19.36,19.45,19.45,19.3,15.75M,-0.46%
07/02/2015,19.45,19.47,19.45,19.3,16.88M,1.25%
07/01/2015,19.21,19.4,19.4,19.2,63.63M,-0.21%
06/30/2015,19.25,19.42,19.94,19.25,90.38M,-2.28%
06/29/2015,19.7,19.25,19.72,19.25,7.15M,2.34%
06/26/2015,19.25,19.9,19.5,19.25,9.89M,-1.28%
06/25/2015,19.5,20,19.8,19.4,16.08M,-2.01%
06/24/2015,19.9,20,20.2,19.71,31.28M,0.00%
06/23/2015,19.9,19.41,19.99,19.5,42.67M,2.05%
06/22/2015,19.5,19.5,19.55,19.35,97.64M,0.15%
06/19/2015,19.47,19.6,19.5,19.38,112.98M,0.00%
06/18/2015,19.47,19.67,19.67,19.45,15.22M,-0.21%
06/17/2015,19.51,19.84,19.85,19.5,18.97M,-1.96%
06/16/2015,19.9,19.99,19.9,19.81,10.49M,0.51%
06/15/2015,19.8,20.2,20.03,19.8,12.26M,-1.10%
06/12/2015,20.02,20,20.48,19.99,7.86M,0.70%
06/11/2015,19.88,19.22,19.88,19.25,7.84M,3.54%
06/10/2015,19.2,20,19.84,19.18,20.27M,-3.23%
06/09/2015,19.84,20,19.9,19.75,26.93M,0.20%
06/08/2015,19.8,20,20.04,19.8,39.22M,-0.85%
06/05/2015,19.97,19.3,20.2,19.3,19.37M,3.74%
06/04/2015,19.25,20.2,20.2,19.2,20.28M,-4.70%
06/03/2015,20.2,20.29,20.4,20.2,24.73M,-1.75%
06/02/2015,20.56,20.92,21,20.5,21.61M,-1.67%
06/01/2015,20.91,21.5,21.51,20.61,60.86M,-2.47%
05/28/2015,21.44,22,22,21.33,30.69M,-2.55%
05/27/2015,22,21.9,22,21.75,6.79M,0.23%
05/26/2015,21.95,21.99,22.2,21.95,13.45M,-0.23%
05/25/2015,22,22,22.1,21.99,10.73M,-1.12%
05/22/2015,22.25,22.43,22.45,22.25,2.59M,-1.11%
05/21/2015,22.5,22.5,22.5,22.5,2.52M,-0.88%
05/20/2015,22.7,22.72,22.73,22.65,12.78M,-0.66%
05/19/2015,22.85,22.86,23.25,22.51,27.01M,0.18%
05/18/2015,22.81,22.01,22.9,22.5,13.82M,2.66%
05/15/2015,22.22,22.2,22.49,22.13,1.77M,0.09%
05/14/2015,22.2,21.33,22.5,21.33,54.04M,3.26%
05/13/2015,21.5,21.83,21.99,21.26,4.61M,2.48%
05/12/2015,20.98,21.74,21.74,20.96,6.68M,0.10%
05/11/2015,20.96,21,21,20.75,51.56M,-1.41%
05/08/2015,21.26,21.3,21.4,21.26,15.13M,-0.65%
05/07/2015,21.4,21,21.5,21.25,16.00M,0.19%
05/06/2015,21.36,21.35,21.7,21.2,19.11M,0.28%
05/05/2015,21.3,21.45,21.45,21.3,18.10M,-0.28%
05/04/2015,21.36,21.52,22,21.31,31.27M,0.99%
04/30/2015,21.15,21.2,21.3,20.94,28.06M,1.20%
04/29/2015,20.9,21,21.59,20.8,18.49M,-3.24%
04/28/2015,21.6,21.98,21.98,21.6,8.84M,-1.82%
04/27/2015,22,22,22,21.94,11.60M,0.00%
04/24/2015,22,21.9,22.03,21.9,14.37M,-0.23%
04/23/2015,22.05,22.82,22.82,22,23.35M,-3.37%
04/22/2015,22.82,23.01,23.05,22.81,11.12M,-1.64%
04/21/2015,23.2,23.01,23.22,23,31.08M,0.00%
04/20/2015,23.2,23.1,23.25,23,11.25M,0.87%
04/17/2015,23,22.8,23.2,22.55,28.44M,2.27%
04/16/2015,22.49,23,23.3,22.25,22.75M,-0.75%
04/15/2015,22.66,23.2,23.2,22.63,12.64M,-2.33%
04/14/2015,23.2,23.89,23.9,23.16,21.97M,-2.93%
04/13/2015,23.9,23.55,23.9,23.24,17.33M,1.62%
04/10/2015,23.52,23.25,23.7,23.5,21.22M,2.26%
04/09/2015,23,22.02,23.2,22,48.61M,1.72%
04/08/2015,22.61,23,23.5,22.61,22.41M,-5.00%
04/07/2015,23.8,23.94,24.39,23.8,120.83M,-4.99%
04/02/2015,25.05,24.27,25.48,23.25,114.57M,8.35%
04/01/2015,23.12,22.02,23.12,22.02,49.67M,10.20%
03/31/2015,20.98,19.99,20.98,20,29.63M,5.59%
03/30/2015,19.87,19,19.87,19,3.45M,5.13%
03/27/2015,18.9,18,18.9,18.1,35.37M,4.54%
03/26/2015,18.08,18.4,18.4,17.65,34.58M,3.14%
03/25/2015,17.53,17,17.53,17,60.73M,4.97%
03/24/2015,16.7,16.6,17.01,16.55,47.51M,0.66%
03/23/2015,16.59,16.74,16.9,16.54,35.30M,0.61%
03/20/2015,16.49,17.19,16.99,16.46,19.24M,-3.00%
03/19/2015,17,17.2,17.2,16.7,9.35M,-0.87%
03/18/2015,17.15,18,17.55,17.13,6.23M,-4.51%
03/17/2015,17.96,17.92,18.2,17.9,14.85M,-4.47%
03/16/2015,18.8,19.78,19.78,18.8,8.31M,-8.74%
03/13/2015,20.6,20.8,21.4,20.6,35.86M,-1.90%
03/12/2015,21,20.67,21.17,20,26.46M,1.60%
03/11/2015,20.67,21.76,21.76,20.67,31.10M,-4.97%
03/10/2015,21.75,21.88,22,21.08,37.39M,1.64%
03/09/2015,21.4,21.98,23.07,21.32,71.61M,2.20%
03/06/2015,20.94,19.95,20.94,19.95,25.49M,10.21%
03/05/2015,19,19,19.09,18.87,21.53M,-0.52%
03/04/2015,19.1,19.5,19.56,18.8,65.02M,1.92%
03/03/2015,18.74,18,18.74,18,24.96M,4.99%
03/02/2015,17.85,17.6,17.99,17.6,20.34M,1.42%
02/27/2015,17.6,18,18,17.59,17.92M,-2.22%
02/26/2015,18,18.75,18.79,17.9,44.53M,-4.00%
02/25/2015,18.75,18.58,18.87,18.58,23.50M,0.00%
02/24/2015,18.75,18.35,19,18.41,18.66M,2.85%
02/23/2015,18.23,17.99,18.23,17.99,9.74M,4.95%
02/20/2015,17.37,16.55,17.37,17.11,5.39M,0.99%
02/19/2015,17.2,17.07,17.69,16.25,26.47M,-2.27%
02/18/2015,17.6,17.87,18.18,17.4,16.41M,3.41%
